Row_Labels,Count_AnimalName
FURBEE,1
HOPS,1
TAZLINA,4
TATER TOT,1
HORATIO,1
MOE,6
SITA,2
BRANDY,7
JAXSON,1
DAX,5
PADMAE,1
BACCHUS,1
POOKIE,2
MAYNARD,1
BEEVIE,1
BLUE BELL,1
RED SKY,1
KEETNA,2
DAK,1
MISKA,4
BUGSY,1
DAYNA,1
GAGE,2
HURLEY RAE,1
BABYGIRL,1
CASPER,5
RINCON,1
CHIPS,1
OBIE,1
FRANZ,1
JULEE(HONEY),1
POOH BEAR,2
PRIMROSE,1
GUNNAR,2
NEMO,3
MERMENTO,1
NAGO,1
JUBIL,1
RASHA,1
TICKLE,1
MOREMI,1
DOT,3
GYNGER,1
POTATO,1
TT,2
NEESHA,1
BARONESS,1
RJ,2
RACHEL,2
ADAK,4
ZONA,1
TROUBLE,4
L. B.,1
SHAUNCEY,1
ALICA,1
DENVER,1
DD,1
SUE-SUE,1
NAHLA,4
DEWIE,1
WICKET,2
MR. BUGS,1
SENETORI,1
TUESDAY,3
SKYWALKER,1
RYOGA,1
PUAKO,1
TYPHOID,1
GRETA,7
ANOWIK,1
CODY BEAR,1
WOLFE,1
LIBBY,2
MINI,2
WINSTON CHUR,1
NEWBIE,1
KNIKI,1
MIMZY,1
HICCUP,1
MARILYN,1
MARTI,1
LU LU,1
BERTUZZI,1
JOLIE,2
TOKLAT,1
THEADORA,1
T.REXI,1
FORD,1
RECON,1
BRUNDI,1
SANCHO,1
BRONX,2
SEISMIC,1
KILLIAN,1
JEZEBELLE,1
NICO,2
RATCHET,1
QUE,1
JACK DANIELS,1
MESHACH,1
KAEDO,1
BIRDIE BOO,1
MIMOSA,1
ANNABELL,1
GRAEME,1
BROGAN,1
DOGGIE,1
BAXTER,15
EBERT,1
OLIVE,12
GEORGE,18
KHAN KHO,1
PHINEAUS,1
PLUTO,1
PRETZEL,1
CHENA,12
DEEVA,1
SACHI,1
GIZMO,13
KALUULA,1
DIDO,1
ELIZABETH,1
NOELANI,1
SUBY,1
VANELLOPE,1
MOO,2
ARTEMIS,2
PHISH,1
THESIOUS,1
BUGATAMUS,1
PLUM,1
TIMMY,1
NIKITA,2
PIPPIN,4
ZSA ZSA,1
SEESAW,1
KING,14
SOLSTICE,2
SHOOTER,2
EMMETT,2
KOBUK,13
FRANKENSTEIN,1
SAMPSON,14
SULLY,2
MAYA,10
CAMERON,1
ELLAH,1
PUNKIN,1
KENZIE,3
ELIOT,2
LB,2
ADRIAN,1
BLESSING,2
JOEY,8
LILLY BELL,1
EINSTEIN,2
SIR ARTHUR,1
KOHL,1
ROBBY,3
EMMITT,2
MIKE,3
TEMP,1
ELGIN,1
EASTON,2
PIKE,1
KEIKO,1
MAGNUM,2
WHIMSY,1
FLEURY,2
BOCEPHUS,1
SASSAFRAS,1
KLOEE,1
ROSCO,5
GOGO,1
SPRINKLES,1
MIEMIE,1
TANA,1
MAY,2
D2,1
XANDER,2
VIVEE,1
BLAZE,6
LULU,14
TESLA,3
BAY LAUREL,1
REEFER,1
BETSY,3
BREE,3
WHINNIE,1
SITKA ROSE,1
STITCH,2
KRAMER,3
MIA (DULCI),1
CABO,2
SATCHMO,1
WHISPER,2
TIBERIUS,1
KIMIKO,1
WHISKEY GIRL,1
HAWKEYE,1
UNO,1
KEAKE,1
ISABELLA,3
GINGIN,1
DALLAS,9
PAPPY,1
CONRI,1
KESS,1
SPOTAN,1
SHAELEIGH,1
BODHI,6
SHELLY,2
PEYTON,1
TIGGY,1
MADDY,9
BAS,1
COOPER 2,1
HOOTCH,1
RUBY DELICOU,1
ARIES,2
DOBBER,1
ARY,1
ARGOS,1
MAISIE,1
BLIZZARD,4
BESTE,1
THUONG,1
BREW,1
KUPAA,1
WESTWOOD,1
LANA,2
CONNER,1
CODA,1
BONDI,1
SPARKLES,1
HEMISHMCDUFF,1
PEBBLES,5
EDWARD,2
BUBBLEZ,1
ELLA,8
JOHNNY,3
PIERRE,1
GRIZLEE,2
LEXI,16
JORDAN,2
BRECK,1
SKIFF,3
HARVEY JR,1
SHIBA,1
HOWDY,1
HUDSON,2
J.T.,1
ELLY,1
CELLI,1
SOOKIE,1
ZOTTER,1
MAVIS,2
MISHA,4
CALIPER,1
A-LIEN,1
HOBBES,2
ELSA,7
IREESE,1
BONNIE JADE,1
ALAKANUK,1
REAPER,1
SWIVEL,1
BONE,1
PUZZLES,1
BUDDY HOLLY,1
B'GOSH,1
PONYO,1
BABY BOY,1
ADDY,1
LEIA,6
DAWSON,5
GOOSE,4
MARLEE,3
KALADI,1
ROSALINE,1
JUNIE,1
ROGER,4
KEENA,4
DISCO,1
QUORRA,1
AMBER,6
K.C.,1
SOFIE,2
SASHA,24
PW,1
HEFF,2
OBI,5
KAI,8
STASH,1
HOAGEY,1
SHEA,2
EQUINOX,1
NORTH,2
RIKKU,1
LAOTSU,1
PERCY,3
LOHKI,1
LUTHER,1
CATCHER,1
PAPA,2
SIR OLIVER,1
ELLIE MAY,1
FRANKY,1
DUNCAN,3
PHIN,1
SUMMER THYME,1
MUSHU,2
POCA LUNA,1
SANDI,1
NOOSHKA,1
WEMBLEY,1
ARBELL,1
KAYLA,1
NOBLE,1
BLACKIE,3
CALISTA,1
SWYPER,1
TOKEN,1
TAKU,1
HARRY POTTER,1
TEL DOR,1
HATCHER,3
ZASHI,1
LEK,1
RONDY,1
NEVILLE,1
KAHALISI,1
LOGRAY,1
JESSICA,1
SABASTIAN,1
HARRIETT,1
SKEETER,4
HODOR,1
BUSTER,20
ROOSTER,1
ARYA,2
TAZER,2
CHUE,1
CLYDE BARROW,1
JOPLIN,1
LUMI,1
PRINCE,10
GIRDY,1
CRACKERS,1
FRANKIE,18
ALEX,1
MEEKA,1
OZZY,5
OSA,2
ROSCOE,14
CONRAD,1
ROCKO,2
FUD,1
WHITEY,2
HONEY,10
SARAH,7
ITSY,1
PRIM,2
GABRIELLA,1
FENDER,1
NIFFLER,1
SIR LANCELOT,1
BAE,1
WOOFERS,1
PILOT,2
SCHATZY,1
LUNAR,1
NAZ,1
SCRUFFERS,1
CAROL ANN,1
ANES,1
CAPPY,1
BRUIN,1
TURKEY,1
SPIRIT,2
MEEKO,2
WALNUT,1
BEANIE,2
TEKO,1
ANNIE,22
KNIK,4
SILSA,1
BISCUIT,2
PENELOPE,6
DB COOPER,1
XOCHITL,1
ELLI MAE,1
MARX,1
PLACER,1
PANDA,6
DARWIN,1
RAMBO,6
AURELIA,1
CLOUD,1
BRIO,2
POKY,1
CHIYO,1
NEWTOK,1
WEASEL,1
CICERO,1
KEETA,1
DOTTIE,2
LITTLE BUG,1
SIR LOIN TIP,1
PALOOPA,1
KIRIN,1
ROSA,1
CAMILLE,1
SHELBY,6
FAITH ROSE,1
DOMINO,3
MARTINI,1
PHARAOH,1
WYATT,6
CHULI,3
SLAPPY,1
RYLIE,3
ORSON,1
CHARLAMAGNE,1
BRETA,1
SILVER,1
KATIE ROSE,1
SPECK,1
WOLFIE,2
BAILEY BOB,1
CHEVY,4
DERAIL,1
BROWN DAWG,1
ROO!,1
HAMMER,1
BRADY,6
BONNY,1
BRIGGS,1
UKIE,1
JON STEWART,1
BROCK,2
ARISTOTLE,1
SCHNITZEL,2
PIPPI,2
JUNE CARTER,1
RUGBY,1
SOLEIL,1
XENA,13
STOUT,1
SCOUT,20
ROWDY,5
TINKERBELL,6
POKER,1
FREIDA,1
TUT,2
LICHEN,1
CROWLEY,1
GRIZZ,2
NIKISKI,1
HARVEE,1
HAZARD,1
SHANNON,1
HAPPYDAWG,1
DILLON,2
BOGEY,3
CHUMS,1
CUBBY,1
KHLOE,3
G MAN,1
SEAMUS,5
NIKI,1
FAIRBANKS,1
BURNER,1
SYSCO,1
MOKEE,1
PRESLEY,1
WEEZER,1
TYGA,2
JESS,1
SEIJA,1
ISABEL,2
MISS PIGGY,1
VOODOO,1
ZIPPO,3
RONAN,3
SANDIE,1
AEON,1
COOKI,1
IGGY,2
ABBY,49
BADGER,1
FITZ,1
SYDNEY,10
SAKA,1
GRET,1
SHAMUS,1
MINNIE,19
BOO BOO,1
BRYN,1
PIKACHU,2
EMMET,1
FAUKXIE,1
SHAYLA,2
CAPTAIN REX,1
YAGER,2
SOX,4
RIO,8
PEDRO,2
JAXX,2
WHIRRLEY,1
WRANGLER,1
KOLSCH,1
TWIGGY,2
STARLA JEAN,1
LEVON,1
APPLE,1
DANIKIS,1
DARIA,1
BRENNA,1
HERO,2
ASTRID,1
WILLOU,1
OPUS,1
TESSY,1
REXIE,1
BOBBY,5
BERT,2
FINNEGAN,3
TORI,5
DANNY,2
JACK WOOFER,1
RAMON,1
BANSHEE,1
STONEY,1
EMBER,2
PEEPS,1
MELLY,1
WILLIE,8
KUMA,1
FUJITA,1
SAWYER,4
KUSKO,1
SAMMI,2
CRUZE,1
RIBBON,1
KEYSTONE,1
GEORGIE,1
MIYA,1
STUMPY,1
PATRICK,1
KHALEESI,1
PITA,2
SYLVIE,1
ANDY,5
KILLEY,1
BEBA,1
AKI,1
MANGO,1
TYCHO,1
CHAMPAGNE,1
COACH,1
HENDRIX,2
EISA,1
MKAYLA,1
SIRI,2
ELO,1
TINGNOI,1
KEIRNA,1
SPUDS,1
BAUBINO,1
BRAE,1
SHADY,4
TWITTER,1
BEETLE,1
CODEE,1
BARCLAY,1
KRAZY,1
PER,1
ZEUS,19
AGNES,2
DUGAN,2
GUNTHER,1
MIDNIGHT,9
TILA-TEQUILA,1
TACO,2
DIONES,1
TISHKA,1
PEPPER LOU,1
SHABLU,1
AYA,1
KOKONUT,1
TAWNY,1
HARLIE,1
MERCI,1
SUZIE Q,1
GUMBO,2
FREDDY,1
STUBBY,1
TINY,7
TUX,4
JACK,57
KAYLEE,4
DELYA,1
ATL,1
HANNAH BOWDA,1
BOSSY,1
PONCHO,6
TASHA,5
KANGA,1
ROWZER,1
TRANGO,1
CHELSEY,1
IGOR,1
TETRA,1
HYDEE,1
LILAH,1
MAUI,2
HUNNY,2
ECHO,4
KUKUI,2
PEARL SHEMYA,1
MAC TAVISH,1
FRITZ,9
CHRISSY,1
KINDLE,1
SONNIE,1
AUGUSTUS,1
CHUCKIE,1
KARMA,10
GOUDA,2
RITA,1
FURY,2
TINA,3
INDIGO,1
CLEOPATRA,2
SCHROEDER,1
NORA,2
OBIWAN,3
FLIP,2
KNEESA,1
MORGAN,4
SIR,1
TAJ,1
WABB,1
KIYAH,2
JAYDA,1
ATKA,3
ATTU,4
NOCTA,1
DUGAS,1
WASABI,1
SAMUAL,1
BILLIE GOAT,1
MIRA,2
LILLIANA,1
ELVIN,1
TOSINA,1
HAYLEE,1
RUTH,1
LARSEN,1
CAESAR,4
ORSO NERO,1
SNIFIT,1
NIKKI,6
KRYSTAL,2
ROLLY,2
MAXWELL,3
MADGE,1
BITTY,1
LINUS,2
FANG,1
JOY,7
NAMINE,1
HELENA,1
ARNOLD,2
RIDLEY,1
KITSU,1
DAISEY MAE,1
CASPIAN,3
NEWTON,1
FIN,2
PORKCHOP,1
TONKS,2
BO,12
BUZZ,5
BELLA STAR,1
TAMAR,1
MAX,82
CASSIE JO,1
FOSTER,2
TYTUS,1
MARVIN,1
TOVIA,1
ALLIE,10
PEPE,1
ATTICUS,3
KALIAH,1
ARGUS,2
GOON,1
ADAM,1
PAIGE,1
JINX,1
VITO,1
MONTGOMERY,1
RIA,1
MAC,6
AKUTAN,1
SOCKS,1
T-DAWG,1
RUDI,1
TRINITY,3
CEASER,1
ALEXXEE,1
HOLLYWOOD,1
JANGO,2
SUSHI MAE,1
GHOST,3
